incident_id,date,incident_type,severity,data_exposed,system_downtime_hours,financial_impact,detection_time_hours,resolution_time_hours,affected_systems,patch_status,employee_awareness_score,third_party_involved,regulatory_compliance_violated,repeated_incident,risk_score
767,2022-06-17 22:11:10.468629,phishing,medium,841531,50,106121,158,304,8,critical_missing,10,False,True,False,10
768,2022-06-16 22:11:10.468631,insider_threat,low,559550,46,470435,162,143,6,outdated,9,False,True,True,9
769,2022-06-15 22:11:10.468633,insider_threat,critical,864645,3,601160,59,110,3,outdated,1,False,False,False,58
770,2022-06-14 22:11:10.468635,malware,medium,379551,6,867564,5,231,8,outdated,4,True,True,False,89
771,2022-06-13 22:11:10.468637,insider_threat,high,935772,34,264237,57,178,9,outdated,1,True,False,False,54
772,2022-06-12 22:11:10.468639,malware,critical,471082,47,275049,48,71,8,critical_missing,1,False,False,False,19
773,2022-06-11 22:11:10.468641,ddos,critical,872701,71,646047,150,209,4,up_to_date,8,True,True,True,80
774,2022-06-10 22:11:10.468643,phishing,high,60545,44,417567,161,219,6,outdated,2,False,False,True,16
775,2022-06-09 22:11:10.468645,phishing,medium,234555,71,293125,25,79,1,outdated,1,False,True,False,67
776,2022-06-08 22:11:10.468647,malware,low,223894,18,860335,46,82,4,critical_missing,8,True,True,True,4
777,2022-06-07 22:11:10.468649,phishing,low,727506,62,857253,4,41,8,critical_missing,4,True,False,True,59
778,2022-06-06 22:11:10.468651,insider_threat,medium,989470,37,371344,19,272,1,up_to_date,3,False,True,True,22
779,2022-06-05 22:11:10.468653,data_breach,critical,302066,66,82289,133,190,3,up_to_date,4,True,False,False,45
780,2022-06-04 22:11:10.468655,malware,critical,996868,58,640794,58,172,1,critical_missing,5,False,True,True,51
781,2022-06-03 22:11:10.468657,phishing,critical,567201,68,602801,145,6,9,outdated,1,True,False,True,9
782,2022-06-02 22:11:10.468659,malware,critical,359177,12,413090,131,154,2,outdated,1,True,False,True,45
783,2022-06-01 22:11:10.468661,malware,medium,366936,46,706291,16,9,9,outdated,3,True,False,True,27
784,2022-05-31 22:11:10.468663,data_breach,critical,250497,60,400890,13,33,4,up_to_date,6,True,True,True,96
785,2022-05-30 22:11:10.468665,insider_threat,high,973181,30,312660,12,35,2,outdated,1,True,False,True,42
786,2022-05-29 22:11:10.468667,malware,critical,443057,21,259480,134,5,4,outdated,2,False,True,True,25
787,2022-05-28 22:11:10.468669,phishing,low,701692,42,786331,127,214,6,critical_missing,7,True,True,True,54
788,2022-05-27 22:11:10.468671,ddos,critical,485278,66,716046,43,133,7,outdated,1,True,True,True,47
789,2022-05-26 22:11:10.468673,malware,medium,906295,53,488067,118,284,3,critical_missing,7,False,True,True,28
790,2022-05-25 22:11:10.468675,malware,low,156104,9,331356,142,125,3,outdated,4,False,True,False,26
791,2022-05-24 22:11:10.468677,data_breach,medium,693206,41,133498,18,173,8,up_to_date,10,False,False,True,17
792,2022-05-23 22:11:10.468679,insider_threat,medium,714834,63,254024,62,151,5,outdated,6,True,True,False,59
793,2022-05-22 22:11:10.468681,ddos,low,44936,20,655258,162,330,4,outdated,8,True,False,True,73
794,2022-05-21 22:11:10.468683,phishing,medium,685154,65,90009,80,25,7,critical_missing,9,False,False,False,68
795,2022-05-20 22:11:10.468685,ddos,medium,716948,40,723858,162,114,7,critical_missing,6,False,True,False,73
796,2022-05-19 22:11:10.468687,phishing,critical,202056,23,423159,146,283,9,critical_missing,9,False,False,True,20
797,2022-05-18 22:11:10.468689,insider_threat,high,967835,34,721755,147,74,9,outdated,4,False,False,False,23
798,2022-05-17 22:11:10.468691,phishing,medium,225469,55,44816,99,165,5,outdated,6,True,True,False,2
799,2022-05-16 22:11:10.468693,data_breach,medium,28141,29,4138,162,188,8,up_to_date,8,True,False,False,94
800,2022-05-15 22:11:10.468695,data_breach,medium,926578,56,91176,159,77,1,outdated,9,True,True,True,61
801,2022-05-14 22:11:10.468697,data_breach,critical,137478,46,338089,121,89,9,up_to_date,3,True,True,False,100
802,2022-05-13 22:11:10.468699,data_breach,high,97359,34,790449,43,175,8,critical_missing,2,True,True,False,1
803,2022-05-12 22:11:10.468700,ddos,low,909711,18,796883,103,20,6,critical_missing,6,False,False,True,65
804,2022-05-11 22:11:10.468702,insider_threat,critical,154363,7,718316,151,53,3,critical_missing,4,True,False,False,41
805,2022-05-10 22:11:10.468704,phishing,critical,565856,25,356007,60,183,3,up_to_date,1,False,False,False,33
806,2022-05-09 22:11:10.468706,phishing,high,621827,70,796710,124,221,8,outdated,8,False,False,False,41
807,2022-05-08 22:11:10.468708,data_breach,high,571139,29,221552,144,314,5,critical_missing,9,False,True,True,19
808,2022-05-07 22:11:10.468710,data_breach,critical,493158,6,43764,70,327,7,outdated,9,True,True,False,96
809,2022-05-06 22:11:10.468712,malware,low,579111,66,123030,106,178,5,outdated,2,False,False,True,67
810,2022-05-05 22:11:10.468714,insider_threat,critical,23312,64,918638,49,275,8,critical_missing,9,True,True,False,44
811,2022-05-04 22:11:10.468716,ddos,high,960612,35,849375,64,111,4,up_to_date,7,False,False,False,74
812,2022-05-03 22:11:10.468718,phishing,low,984422,24,619955,98,223,2,outdated,5,True,True,False,41
813,2022-05-02 22:11:10.468720,malware,high,427387,36,316462,31,213,3,critical_missing,7,False,True,False,46
814,2022-05-01 22:11:10.468722,malware,low,434995,0,889855,163,58,8,outdated,9,True,True,True,4
815,2022-04-30 22:11:10.468724,phishing,medium,724188,14,366142,140,326,7,outdated,8,False,True,False,88
816,2022-04-29 22:11:10.468726,ddos,high,500531,36,60128,57,108,2,outdated,6,False,True,True,48
817,2022-04-28 22:11:10.468728,malware,high,885155,12,219128,127,156,6,outdated,4,False,False,False,36
818,2022-04-27 22:11:10.468730,malware,critical,798843,7,808301,141,190,9,outdated,1,False,False,True,33
819,2022-04-26 22:11:10.468732,insider_threat,high,496037,4,233540,164,199,4,up_to_date,6,True,True,False,72
820,2022-04-25 22:11:10.468734,ddos,high,249062,59,5039,111,311,9,up_to_date,3,True,False,False,69
821,2022-04-24 22:11:10.468736,malware,medium,843441,0,152353,67,195,2,critical_missing,6,True,True,True,17
822,2022-04-23 22:11:10.468738,ddos,high,408638,35,112935,39,34,2,up_to_date,6,False,True,True,77
823,2022-04-22 22:11:10.468740,phishing,medium,435684,34,534730,143,245,9,up_to_date,4,False,True,True,18
824,2022-04-21 22:11:10.468742,data_breach,medium,556659,65,860220,131,236,7,up_to_date,2,False,True,True,77
825,2022-04-20 22:11:10.468744,malware,medium,57022,62,906161,89,103,7,outdated,9,False,False,False,39
826,2022-04-19 22:11:10.468746,insider_threat,medium,333373,22,289730,27,6,1,outdated,2,False,True,True,16
827,2022-04-18 22:11:10.468748,phishing,low,99071,8,53053,95,282,6,critical_missing,3,False,False,True,59
828,2022-04-17 22:11:10.468750,ddos,critical,182268,33,181561,30,0,7,critical_missing,10,True,True,True,98
829,2022-04-16 22:11:10.468752,phishing,low,997858,45,738464,2,218,6,critical_missing,1,True,True,False,92
830,2022-04-15 22:11:10.468754,malware,high,358918,3,86346,135,229,6,outdated,7,True,False,False,41
831,2022-04-14 22:11:10.468756,ddos,low,489626,29,329231,23,171,2,up_to_date,1,True,True,False,80
832,2022-04-13 22:11:10.468758,data_breach,low,288859,71,405841,14,86,6,up_to_date,9,True,True,False,71
833,2022-04-12 22:11:10.468760,phishing,high,814037,2,558685,158,40,4,outdated,1,True,False,True,64
834,2022-04-11 22:11:10.468762,malware,high,624141,13,320815,44,122,9,critical_missing,5,True,False,False,52
835,2022-04-10 22:11:10.468764,insider_threat,high,555462,59,116214,7,330,1,critical_missing,7,True,False,True,99
836,2022-04-09 22:11:10.468766,ddos,low,927460,44,485001,70,297,8,critical_missing,3,False,True,False,6
837,2022-04-08 22:11:10.468768,phishing,low,497660,33,853329,107,177,5,outdated,9,False,True,True,4
838,2022-04-07 22:11:10.468770,phishing,high,76373,44,681509,114,62,1,critical_missing,8,False,False,True,23
839,2022-04-06 22:11:10.468772,data_breach,critical,855684,60,977534,102,164,4,critical_missing,3,False,False,True,27
840,2022-04-05 22:11:10.468774,data_breach,critical,193021,15,987410,124,186,1,outdated,5,False,True,True,61
841,2022-04-04 22:11:10.468776,insider_threat,medium,193718,65,398499,56,208,6,up_to_date,7,False,True,True,16
842,2022-04-03 22:11:10.468778,insider_threat,high,594305,39,400826,29,226,2,outdated,4,False,False,False,100
843,2022-04-02 22:11:10.468780,malware,medium,63037,16,436542,145,47,5,outdated,5,True,False,True,19
844,2022-04-01 22:11:10.468782,malware,critical,614106,33,277068,113,223,7,outdated,3,True,False,True,2
845,2022-03-31 22:11:10.468785,insider_threat,medium,530836,15,637431,116,2,2,outdated,9,False,False,True,36
846,2022-03-30 22:11:10.468787,insider_threat,high,641269,59,372397,166,174,6,up_to_date,10,True,True,True,89
847,2022-03-29 22:11:10.468789,ddos,high,234213,65,993666,59,98,6,critical_missing,9,True,True,False,14
848,2022-03-28 22:11:10.468791,data_breach,high,204366,65,362441,97,115,5,outdated,7,True,True,False,50
849,2022-03-27 22:11:10.468793,malware,low,502420,12,787301,125,269,5,up_to_date,10,True,True,True,47
850,2022-03-26 22:11:10.468795,data_breach,medium,154249,55,883520,150,252,3,critical_missing,2,True,False,True,7
851,2022-03-25 22:11:10.468797,data_breach,critical,286166,30,787446,93,316,2,critical_missing,7,False,True,True,12
852,2022-03-24 22:11:10.468799,insider_threat,critical,630585,33,534391,133,94,7,critical_missing,7,True,False,True,47
853,2022-03-23 22:11:10.468801,ddos,critical,660902,38,475738,121,272,1,outdated,5,False,True,False,2
854,2022-03-22 22:11:10.468803,phishing,low,222084,66,896749,107,23,6,outdated,9,False,True,False,64
855,2022-03-21 22:11:10.468805,ddos,low,489536,7,426674,3,115,6,critical_missing,3,False,True,True,72
856,2022-03-20 22:11:10.468807,ddos,high,60428,54,82409,92,150,3,critical_missing,4,True,False,True,30
857,2022-03-19 22:11:10.468809,data_breach,critical,678100,26,23248,150,49,2,critical_missing,1,False,True,True,25
858,2022-03-18 22:11:10.468811,ddos,low,321497,52,482376,5,205,2,critical_missing,6,False,False,True,80
859,2022-03-17 22:11:10.468813,malware,high,637420,38,698876,31,334,9,critical_missing,4,False,False,True,55
860,2022-03-16 22:11:10.468815,data_breach,critical,187604,64,946565,105,78,5,critical_missing,1,False,True,False,33
861,2022-03-15 22:11:10.468817,malware,medium,540340,16,679530,145,69,7,up_to_date,2,True,False,False,8
862,2022-03-14 22:11:10.468819,phishing,high,100689,29,8024,14,26,5,critical_missing,3,False,True,True,61
863,2022-03-13 22:11:10.468821,data_breach,low,702436,52,475430,167,270,7,outdated,9,False,False,False,12
864,2022-03-12 22:11:10.468823,phishing,low,446636,12,234864,121,49,4,outdated,8,False,True,False,68
865,2022-03-11 22:11:10.468825,data_breach,high,656031,20,872379,95,291,8,outdated,7,False,False,False,40
866,2022-03-10 22:11:10.468827,insider_threat,high,262307,18,174875,5,246,7,critical_missing,4,True,False,True,76
867,2022-03-09 22:11:10.468829,ddos,low,303568,52,936800,111,263,5,outdated,1,False,True,False,0
868,2022-03-08 22:11:10.468831,insider_threat,medium,502754,18,353973,119,78,6,up_to_date,8,False,True,False,88
869,2022-03-07 22:11:10.468833,phishing,critical,971248,56,879140,122,189,5,critical_missing,4,False,True,True,46
870,2022-03-06 22:11:10.468835,ddos,medium,463547,24,873096,66,46,7,outdated,3,False,True,False,3
871,2022-03-05 22:11:10.468837,data_breach,high,403850,30,411473,105,188,2,up_to_date,9,False,False,True,99
872,2022-03-04 22:11:10.468839,ddos,medium,135870,54,143927,138,255,5,up_to_date,10,False,False,False,62
873,2022-03-03 22:11:10.468841,malware,low,284564,22,85178,42,221,3,outdated,4,True,False,True,51
874,2022-03-02 22:11:10.468843,ddos,high,510259,31,887553,144,240,9,up_to_date,4,False,False,True,9
875,2022-03-01 22:11:10.468845,malware,critical,644863,61,516540,95,268,6,outdated,9,True,True,False,27
876,2022-02-28 22:11:10.468847,ddos,low,782518,9,806457,131,0,3,up_to_date,2,True,False,False,5
877,2022-02-27 22:11:10.468849,malware,low,291444,71,397674,80,33,7,critical_missing,5,False,True,True,26
878,2022-02-26 22:11:10.468851,phishing,critical,876313,53,63610,40,78,4,critical_missing,4,True,False,True,11
879,2022-02-25 22:11:10.468853,insider_threat,critical,10749,51,595131,132,235,3,critical_missing,9,False,True,False,61
880,2022-02-24 22:11:10.468855,data_breach,medium,628419,19,631525,159,333,8,critical_missing,5,True,True,False,51
881,2022-02-23 22:11:10.468857,ddos,high,680481,31,477177,34,97,4,critical_missing,9,False,True,False,47
882,2022-02-22 22:11:10.468859,insider_threat,critical,914995,13,705191,21,81,1,outdated,9,True,True,False,66
883,2022-02-21 22:11:10.468861,data_breach,critical,299631,49,698787,149,191,6,critical_missing,2,True,True,True,45
884,2022-02-20 22:11:10.468863,data_breach,high,225019,27,487025,111,252,1,critical_missing,9,False,False,True,96
885,2022-02-19 22:11:10.468865,malware,critical,426577,52,654587,10,37,5,critical_missing,3,True,True,True,73
886,2022-02-18 22:11:10.468867,phishing,critical,807655,23,431722,2,13,7,critical_missing,4,True,False,False,94
887,2022-02-17 22:11:10.468869,phishing,medium,597218,21,5668,136,309,6,up_to_date,1,True,False,False,14
888,2022-02-16 22:11:10.468871,insider_threat,low,669416,29,222542,59,208,2,critical_missing,1,True,True,True,70
889,2022-02-15 22:11:10.468873,phishing,low,290524,62,178267,75,88,4,critical_missing,1,True,False,True,35
890,2022-02-14 22:11:10.468875,ddos,low,812467,3,859665,86,55,2,outdated,9,False,False,True,13
891,2022-02-13 22:11:10.468877,phishing,low,817052,58,155489,13,93,1,up_to_date,8,True,False,True,77
892,2022-02-12 22:11:10.468879,insider_threat,critical,937381,7,344126,17,92,3,outdated,5,True,True,True,2
893,2022-02-11 22:11:10.468881,phishing,high,256553,11,630421,112,84,3,critical_missing,5,False,True,True,66
894,2022-02-10 22:11:10.468882,ddos,high,448532,30,797183,72,244,7,outdated,9,False,True,False,85
895,2022-02-09 22:11:10.468884,malware,medium,719401,33,308362,22,21,1,outdated,3,False,True,True,18
896,2022-02-08 22:11:10.468886,insider_threat,medium,379504,48,913081,82,290,9,critical_missing,3,True,False,True,98
897,2022-02-07 22:11:10.468888,malware,critical,53352,56,793784,124,271,6,up_to_date,7,True,False,True,75
898,2022-02-06 22:11:10.468890,malware,high,424127,25,734412,68,305,4,up_to_date,9,True,False,True,53
899,2022-02-05 22:11:10.468892,malware,high,163856,17,88835,46,121,3,outdated,6,True,False,True,68
900,2022-02-04 22:11:10.468894,data_breach,low,3191,37,621781,115,127,3,critical_missing,2,False,False,True,9
901,2022-02-03 22:11:10.468896,data_breach,critical,950664,49,815359,29,112,2,outdated,1,False,False,True,32
902,2022-02-02 22:11:10.468898,malware,critical,876968,7,696454,24,272,2,outdated,2,True,True,False,12
903,2022-02-01 22:11:10.468900,insider_threat,low,628864,40,101948,155,335,5,outdated,1,True,False,True,98
904,2022-01-31 22:11:10.468902,ddos,critical,195713,5,185194,111,129,9,critical_missing,10,True,False,False,50
905,2022-01-30 22:11:10.468904,ddos,critical,442939,68,553781,24,131,2,critical_missing,10,True,False,False,31
906,2022-01-29 22:11:10.468906,phishing,medium,3631,43,466755,73,84,2,up_to_date,9,False,True,False,74
907,2022-01-28 22:11:10.468908,insider_threat,high,137244,63,293851,57,80,6,critical_missing,10,False,False,True,23
908,2022-01-27 22:11:10.468910,data_breach,critical,304224,28,724174,93,324,2,outdated,8,True,False,True,34
909,2022-01-26 22:11:10.468912,malware,medium,220169,27,138368,118,68,4,outdated,7,False,True,True,82
910,2022-01-25 22:11:10.468914,phishing,high,614641,10,156470,126,147,6,up_to_date,3,True,False,True,69
911,2022-01-24 22:11:10.468916,ddos,low,413497,64,297986,24,15,5,critical_missing,8,True,True,True,39
912,2022-01-23 22:11:10.468918,data_breach,medium,552959,18,13261,77,306,1,outdated,2,False,True,True,53
913,2022-01-22 22:11:10.468920,data_breach,medium,647099,8,76709,98,104,6,up_to_date,2,True,False,True,43
914,2022-01-21 22:11:10.468922,malware,high,706791,26,620273,115,164,1,up_to_date,10,False,False,True,61
915,2022-01-20 22:11:10.468924,ddos,low,221972,33,368760,47,200,3,outdated,3,True,True,True,98
916,2022-01-19 22:11:10.468926,insider_threat,medium,777499,43,974208,9,196,5,outdated,7,False,False,True,67
917,2022-01-18 22:11:10.468928,data_breach,critical,389878,67,853605,98,184,5,critical_missing,1,True,False,False,32
918,2022-01-17 22:11:10.468930,malware,critical,748321,14,293925,10,321,6,up_to_date,8,False,True,True,76
919,2022-01-16 22:11:10.468932,insider_threat,critical,508679,50,275796,84,264,8,outdated,7,True,True,True,55
920,2022-01-15 22:11:10.468934,ddos,low,421818,12,267247,148,99,5,up_to_date,4,True,False,True,35
921,2022-01-14 22:11:10.468936,data_breach,medium,744149,48,287644,134,319,1,critical_missing,5,False,True,False,53
922,2022-01-13 22:11:10.468938,insider_threat,critical,837831,69,770692,125,213,5,outdated,10,True,False,True,18
923,2022-01-12 22:11:10.468940,insider_threat,low,678832,55,624624,63,277,3,critical_missing,1,False,False,True,42
924,2022-01-11 22:11:10.468942,insider_threat,critical,704590,50,428745,1,161,4,up_to_date,4,False,False,False,11
925,2022-01-10 22:11:10.468943,data_breach,high,991120,36,637787,75,156,8,critical_missing,1,True,False,True,10
926,2022-01-09 22:11:10.468945,data_breach,medium,7099,16,673812,120,250,7,critical_missing,1,True,True,False,69
927,2022-01-08 22:11:10.468947,phishing,medium,773974,57,835825,41,96,5,up_to_date,10,True,False,False,11
928,2022-01-07 22:11:10.468949,ddos,low,418647,28,424390,53,17,2,critical_missing,1,True,True,False,90
929,2022-01-06 22:11:10.468951,malware,low,580780,32,457666,74,326,6,up_to_date,7,False,False,False,40
930,2022-01-05 22:11:10.468953,insider_threat,medium,96722,59,690796,15,96,6,outdated,7,True,False,True,24
931,2022-01-04 22:11:10.468957,phishing,critical,965188,54,309550,17,0,6,up_to_date,4,True,True,False,2
932,2022-01-03 22:11:10.468959,malware,critical,554399,9,325203,89,215,9,up_to_date,2,True,False,False,2
933,2022-01-02 22:11:10.468961,phishing,high,63936,46,671314,143,131,8,outdated,3,False,True,True,83
934,2022-01-01 22:11:10.468963,data_breach,critical,677974,22,344866,5,259,8,up_to_date,8,True,True,True,27
935,2021-12-31 22:11:10.468965,insider_threat,low,223332,20,775107,107,124,1,outdated,8,False,False,True,22
936,2021-12-30 22:11:10.468967,malware,low,959495,12,536644,47,81,5,outdated,6,True,False,False,47
937,2021-12-29 22:11:10.468969,malware,critical,725836,32,652416,41,282,7,up_to_date,10,False,False,True,66
938,2021-12-28 22:11:10.468971,malware,low,773319,23,2187,75,170,6,critical_missing,9,True,False,False,41
939,2021-12-27 22:11:10.468973,malware,medium,323064,10,863675,76,58,5,critical_missing,9,True,True,False,87
940,2021-12-26 22:11:10.468975,malware,medium,487510,16,821530,131,31,8,outdated,4,False,False,True,39
941,2021-12-25 22:11:10.468977,phishing,critical,63530,67,485687,129,160,3,critical_missing,1,True,False,True,5
942,2021-12-24 22:11:10.468979,insider_threat,medium,429440,46,676585,58,283,6,critical_missing,1,True,False,True,19
943,2021-12-23 22:11:10.468981,data_breach,medium,269932,24,658966,154,105,5,up_to_date,10,True,False,True,10
944,2021-12-22 22:11:10.468983,data_breach,high,552370,20,844052,26,104,8,outdated,5,False,False,True,95
945,2021-12-21 22:11:10.468985,data_breach,high,909719,11,426044,78,227,4,outdated,2,True,True,True,26
946,2021-12-20 22:11:10.468987,data_breach,medium,613858,36,126270,71,187,8,up_to_date,6,False,False,False,20
947,2021-12-19 22:11:10.468989,phishing,critical,625303,41,943993,6,69,2,critical_missing,7,False,True,False,12
948,2021-12-18 22:11:10.468991,ddos,high,732176,16,800819,110,317,9,outdated,1,False,False,True,85
949,2021-12-17 22:11:10.468992,insider_threat,low,870020,47,331607,118,289,9,critical_missing,6,True,False,False,34
950,2021-12-16 22:11:10.468994,malware,low,147603,27,989336,62,86,6,outdated,8,False,False,False,46
951,2021-12-15 22:11:10.468996,ddos,low,874772,40,767286,123,55,4,outdated,5,False,True,False,85
952,2021-12-14 22:11:10.468998,data_breach,critical,618727,46,920095,11,112,4,outdated,7,True,False,False,27
953,2021-12-13 22:11:10.469000,ddos,medium,962361,17,765791,140,12,6,outdated,10,False,True,False,20
954,2021-12-12 22:11:10.469002,insider_threat,low,141214,70,966020,42,17,5,critical_missing,6,False,True,False,17
955,2021-12-11 22:11:10.469004,malware,critical,639341,12,353827,16,181,6,critical_missing,4,True,False,True,30
956,2021-12-10 22:11:10.469006,malware,high,572643,12,586349,62,112,7,critical_missing,7,True,True,True,59
957,2021-12-09 22:11:10.469008,insider_threat,medium,403082,30,759785,119,228,7,critical_missing,10,False,False,True,36
958,2021-12-08 22:11:10.469010,insider_threat,high,201139,1,984240,35,170,9,up_to_date,9,True,False,False,20
959,2021-12-07 22:11:10.469012,data_breach,critical,758994,15,81257,7,294,8,outdated,10,True,True,True,13
960,2021-12-06 22:11:10.469014,malware,low,649714,8,61753,68,188,6,outdated,10,True,False,True,88
961,2021-12-05 22:11:10.469016,ddos,low,588315,37,871206,89,78,6,outdated,7,False,False,True,90
962,2021-12-04 22:11:10.469018,phishing,critical,451122,53,404303,35,145,5,up_to_date,5,False,True,False,59
963,2021-12-03 22:11:10.469020,phishing,low,159210,55,424032,27,181,1,critical_missing,7,True,True,True,22
964,2021-12-02 22:11:10.469022,insider_threat,medium,92601,44,23408,117,285,9,outdated,3,False,True,False,94
965,2021-12-01 22:11:10.469024,data_breach,critical,29956,33,124116,92,249,9,critical_missing,2,True,True,True,28
966,2021-11-30 22:11:10.469026,phishing,high,238340,8,655496,75,313,9,critical_missing,5,True,True,True,46
967,2021-11-29 22:11:10.469028,malware,critical,629085,7,17413,100,195,8,up_to_date,4,True,True,True,29
968,2021-11-28 22:11:10.469030,insider_threat,medium,911349,6,637938,157,322,3,up_to_date,5,True,False,False,89
969,2021-11-27 22:11:10.469032,ddos,medium,912735,35,59500,150,70,1,critical_missing,8,True,True,False,83
970,2021-11-26 22:11:10.469034,insider_threat,critical,469511,17,870946,143,247,8,outdated,4,False,True,False,37
971,2021-11-25 22:11:10.469036,ddos,critical,660799,2,56358,13,145,7,outdated,9,False,False,False,82
972,2021-11-24 22:11:10.469038,insider_threat,low,964745,27,66197,70,105,5,up_to_date,7,False,False,False,26
973,2021-11-23 22:11:10.469040,insider_threat,medium,828965,69,493992,123,262,7,up_to_date,10,False,True,True,88
974,2021-11-22 22:11:10.469042,insider_threat,critical,421486,43,748149,124,295,4,up_to_date,7,True,True,True,86
975,2021-11-21 22:11:10.469044,ddos,critical,603103,20,223492,36,69,9,up_to_date,8,True,False,False,92
976,2021-11-20 22:11:10.469046,ddos,medium,39279,27,785833,28,192,2,up_to_date,6,False,True,False,14
977,2021-11-19 22:11:10.469048,insider_threat,critical,371931,53,426070,142,67,9,up_to_date,8,False,True,True,58
978,2021-11-18 22:11:10.469050,phishing,low,941392,53,76240,18,304,9,up_to_date,3,True,False,False,2
979,2021-11-17 22:11:10.469052,data_breach,medium,148702,64,235595,105,51,5,outdated,10,True,True,True,9
980,2021-11-16 22:11:10.469054,data_breach,low,61063,20,522710,20,284,1,up_to_date,10,True,False,False,78
981,2021-11-15 22:11:10.469056,data_breach,low,773887,12,745423,63,333,7,up_to_date,1,False,True,True,79
982,2021-11-14 22:11:10.469058,ddos,low,254311,56,278466,164,8,4,outdated,6,True,False,False,16
983,2021-11-13 22:11:10.469060,ddos,low,652184,48,899485,26,250,9,outdated,1,True,False,False,82
984,2021-11-12 22:11:10.469061,phishing,medium,690504,53,6968,54,331,6,critical_missing,9,False,False,True,10
985,2021-11-11 22:11:10.469063,data_breach,low,445377,9,289662,28,297,3,up_to_date,2,False,True,True,47
986,2021-11-10 22:11:10.469065,data_breach,low,489934,52,838357,147,183,6,up_to_date,2,False,False,False,4
987,2021-11-09 22:11:10.469067,insider_threat,critical,519089,43,190920,24,178,6,up_to_date,7,True,True,False,68
988,2021-11-08 22:11:10.469069,ddos,medium,746434,46,898332,69,197,5,up_to_date,2,True,False,True,63
989,2021-11-07 22:11:10.469071,data_breach,medium,208432,52,879854,62,127,2,critical_missing,10,False,False,False,13
990,2021-11-06 22:11:10.469073,phishing,high,182051,45,263844,163,19,2,outdated,8,True,False,True,49
991,2021-11-05 22:11:10.469075,phishing,medium,97661,12,880214,129,327,7,outdated,6,True,True,True,25
992,2021-11-04 22:11:10.469077,data_breach,medium,924483,36,232076,149,64,2,up_to_date,7,True,True,False,71
993,2021-11-03 22:11:10.469079,ddos,high,943693,23,23199,15,181,6,up_to_date,7,False,False,True,68
994,2021-11-02 22:11:10.469081,phishing,medium,697960,1,437805,145,240,5,up_to_date,6,False,True,True,6
995,2021-11-01 22:11:10.469083,insider_threat,medium,452776,13,163187,99,23,4,critical_missing,10,True,True,False,15
996,2021-10-31 22:11:10.469085,phishing,medium,471256,9,455150,29,82,7,critical_missing,9,True,True,True,54
997,2021-10-30 22:11:10.469087,malware,medium,123257,34,509551,44,318,8,outdated,9,True,False,True,77
998,2021-10-29 22:11:10.469089,malware,high,979062,24,513942,18,184,4,up_to_date,7,True,True,True,100
999,2021-10-28 22:11:10.469091,ddos,medium,872637,2,709676,33,315,1,up_to_date,9,False,False,True,55
1000,2021-10-27 22:11:10.469093,data_breach,medium,269054,16,5520,140,98,1,up_to_date,10,False,False,False,3
